source,screener_id,screener_name,category,subcategory,signal_bias,investment_horizon,confidence
"trendlyne","stocks-with-high-durability-and-eps-growth-(subscription)","Stocks with High Durability and EPS growth (subscription)","fundamental_growth","earnings_growth","bullish","long_term","0.74"
"trendlyne","stocks-with-peg-higher-than-industry-peg","Stocks with PEG higher than Industry PEG","valuation","relative_or_absolute_value","neutral","long_term","0.74"
"trendlyne","stocks-with-quarter-change-%-less-than-industry","Stocks with Quarter Change % less than Industry","sector_theme","sector_or_theme","neutral","positional","0.74"
"trendlyne","stocks-with-high-fno-put-to-call-ratio-or-pcr,-indicating-a-bearish-sentiment","Stocks with high FnO put to call ratio or PCR, indicating a bearish sentiment","derivatives_positioning","open_interest","neutral","long_term","0.8200000000000001"
"trendlyne","stocks-with-high-upside-potential-by-forecaster-with-high-revenue-and-eps-growth-outlook","Stocks with high upside potential by Forecaster with high revenue and EPS growth outlook","analyst_sentiment","broker_forecast","bullish","long_term","0.74"
"trendlyne","stocks-with-improving-cash-flow,-with-good-durability","Stocks with improving cash flow, with good durability","fundamental_quality","balance_sheet_quality","neutral","long_term","0.74"
"trendlyne","stocks-with-low-fno-put-to-call-ratio-or-pcr,-indicating-a-bullish-sentiment","Stocks with low FnO put to call ratio or PCR, indicating a bullish sentiment","derivatives_positioning","open_interest","neutral","long_term","0.8200000000000001"
"trendlyne","stocks-with-strong-dividend-yields-in-fy25-and-healthy-growth-over-5-years","Stocks with strong dividend yields in FY25 and healthy growth over 5 years","income_dividend","dividend_income","bullish","long_term","0.74"
"trendlyne","stocks-with-their-ema10-trading-above-their-ema100","Stocks with their EMA10 trading above their EMA100","technical_trend","moving_average_trend","bullish","swing","0.74"
"trendlyne","stocks-with-their-ema10-trading-above-their-ema20","Stocks with their EMA10 trading above their EMA20","technical_trend","moving_average_trend","bullish","swing","0.74"
"trendlyne","stocks-with-their-ema10-trading-above-their-ema200","Stocks with their EMA10 trading above their EMA200","technical_trend","moving_average_trend","bullish","swing","0.74"
"trendlyne","stocks-with-their-ema10-trading-above-their-ema50","Stocks with their EMA10 trading above their EMA50","technical_trend","moving_average_trend","bullish","swing","0.74"
"trendlyne","stocks-with-their-ema10-trading-below-their-ema100","Stocks with their EMA10 trading below their EMA100","technical_trend","moving_average_trend","bearish","swing","0.74"
"trendlyne","stocks-with-their-ema10-trading-below-their-ema20","Stocks with their EMA10 trading below their EMA20","technical_trend","moving_average_trend","bearish","swing","0.74"
"trendlyne","stocks-with-their-ema10-trading-below-their-ema200","Stocks with their EMA10 trading below their EMA200","technical_trend","moving_average_trend","bearish","swing","0.74"
"trendlyne","stocks-with-their-ema10-trading-below-their-ema50","Stocks with their EMA10 trading below their EMA50","technical_trend","moving_average_trend","bearish","swing","0.74"
"trendlyne","stocks-with-their-ema100-trading-above-their-ema200","Stocks with their EMA100 trading above their EMA200","technical_trend","moving_average_trend","bullish","swing","0.74"
"trendlyne","stocks-with-their-ema100-trading-below-their-ema200","Stocks with their EMA100 trading below their EMA200","technical_trend","moving_average_trend","bearish","swing","0.74"
"trendlyne","stocks-with-their-ema12-trading-above-their-ema100","Stocks with their EMA12 trading above their EMA100","technical_trend","moving_average_trend","bullish","swing","0.74"
"trendlyne","stocks-with-their-ema12-trading-above-their-ema20","Stocks with their EMA12 trading above their EMA20","technical_trend","moving_average_trend","bullish","swing","0.74"
"trendlyne","stocks-with-their-ema12-trading-above-their-ema200","Stocks with their EMA12 trading above their EMA200","technical_trend","moving_average_trend","bullish","swing","0.74"
"trendlyne","stocks-with-their-ema12-trading-above-their-ema50","Stocks with their EMA12 trading above their EMA50","technical_trend","moving_average_trend","bullish","swing","0.74"
"trendlyne","stocks-with-their-ema12-trading-below-their-ema100","Stocks with their EMA12 trading below their EMA100","technical_trend","moving_average_trend","bearish","swing","0.74"
"trendlyne","stocks-with-their-ema12-trading-below-their-ema20","Stocks with their EMA12 trading below their EMA20","technical_trend","moving_average_trend","bearish","swing","0.74"
"trendlyne","stocks-with-their-ema12-trading-below-their-ema200","Stocks with their EMA12 trading below their EMA200","technical_trend","moving_average_trend","bearish","swing","0.74"
"trendlyne","stocks-with-their-ema12-trading-below-their-ema50","Stocks with their EMA12 trading below their EMA50","technical_trend","moving_average_trend","bearish","swing","0.74"
"trendlyne","stocks-with-their-ema20-trading-above-their-ema100","Stocks with their EMA20 trading above their EMA100","technical_trend","moving_average_trend","bullish","swing","0.74"
"trendlyne","stocks-with-their-ema20-trading-above-their-ema200","Stocks with their EMA20 trading above their EMA200","technical_trend","moving_average_trend","bullish","swing","0.74"
"trendlyne","stocks-with-their-ema20-trading-above-their-ema50","Stocks with their EMA20 trading above their EMA50","technical_trend","moving_average_trend","bullish","swing","0.74"
"trendlyne","stocks-with-their-ema20-trading-below-their-ema100","Stocks with their EMA20 trading below their EMA100","technical_trend","moving_average_trend","bearish","swing","0.74"
"trendlyne","stocks-with-their-ema20-trading-below-their-ema200","Stocks with their EMA20 trading below their EMA200","technical_trend","moving_average_trend","bearish","swing","0.74"
"trendlyne","stocks-with-their-ema20-trading-below-their-ema50","Stocks with their EMA20 trading below their EMA50","technical_trend","moving_average_trend","bearish","swing","0.74"
"trendlyne","stocks-with-their-ema26-trading-above-their-ema100","Stocks with their EMA26 trading above their EMA100","technical_trend","moving_average_trend","bullish","swing","0.74"
"trendlyne","stocks-with-their-ema26-trading-above-their-ema200","Stocks with their EMA26 trading above their EMA200","technical_trend","moving_average_trend","bullish","swing","0.74"
"trendlyne","stocks-with-their-ema26-trading-above-their-ema50","Stocks with their EMA26 trading above their EMA50","technical_trend","moving_average_trend","bullish","swing","0.74"
"trendlyne","stocks-with-their-ema26-trading-below-their-ema100","Stocks with their EMA26 trading below their EMA100","technical_trend","moving_average_trend","bearish","swing","0.74"
"trendlyne","stocks-with-their-ema26-trading-below-their-ema200","Stocks with their EMA26 trading below their EMA200","technical_trend","moving_average_trend","bearish","swing","0.74"
"trendlyne","stocks-with-their-ema26-trading-below-their-ema50","Stocks with their EMA26 trading below their EMA50","technical_trend","moving_average_trend","bearish","swing","0.74"
"trendlyne","stocks-with-their-ema5-trading-above-their-ema100","Stocks with their EMA5 trading above their EMA100","technical_trend","moving_average_trend","bullish","swing","0.74"
"trendlyne","stocks-with-their-ema5-trading-above-their-ema20","Stocks with their EMA5 trading above their EMA20","technical_trend","moving_average_trend","bullish","swing","0.74"
"trendlyne","stocks-with-their-ema5-trading-above-their-ema200","Stocks with their EMA5 trading above their EMA200","technical_trend","moving_average_trend","bullish","swing","0.74"
"trendlyne","stocks-with-their-ema5-trading-above-their-ema50","Stocks with their EMA5 trading above their EMA50","technical_trend","moving_average_trend","bullish","swing","0.74"
"trendlyne","stocks-with-their-ema5-trading-below-their-ema100","Stocks with their EMA5 trading below their EMA100","technical_trend","moving_average_trend","bearish","swing","0.74"
"trendlyne","stocks-with-their-ema5-trading-below-their-ema20","Stocks with their EMA5 trading below their EMA20","technical_trend","moving_average_trend","bearish","swing","0.74"
"trendlyne","stocks-with-their-ema5-trading-below-their-ema200","Stocks with their EMA5 trading below their EMA200","technical_trend","moving_average_trend","bearish","swing","0.74"
"trendlyne","stocks-with-their-ema5-trading-below-their-ema50","Stocks with their EMA5 trading below their EMA50","technical_trend","moving_average_trend","bearish","swing","0.74"
"trendlyne","stocks-with-their-ema50-trading-above-their-ema100","Stocks with their EMA50 trading above their EMA100","technical_trend","moving_average_trend","bullish","swing","0.74"
"trendlyne","stocks-with-their-ema50-trading-above-their-ema200","Stocks with their EMA50 trading above their EMA200","technical_trend","moving_average_trend","bullish","swing","0.74"
"trendlyne","stocks-with-their-ema50-trading-below-their-ema100","Stocks with their EMA50 trading below their EMA100","technical_trend","moving_average_trend","bearish","swing","0.74"
"trendlyne","stocks-with-their-ema50-trading-below-their-ema200","Stocks with their EMA50 trading below their EMA200","technical_trend","moving_average_trend","bearish","swing","0.74"
"trendlyne","stocks-with-their-last-traded-price-trading-above-their-ema10","Stocks with their Last Traded Price trading above their EMA10","technical_trend","moving_average_trend","bullish","swing","0.74"
"trendlyne","stocks-with-their-last-traded-price-trading-above-their-ema100","Stocks with their Last Traded Price trading above their EMA100","technical_trend","moving_average_trend","bullish","swing","0.74"
"trendlyne","stocks-with-their-last-traded-price-trading-above-their-ema12","Stocks with their Last Traded Price trading above their EMA12","technical_trend","moving_average_trend","bullish","swing","0.74"
"trendlyne","stocks-with-their-last-traded-price-trading-above-their-ema20","Stocks with their Last Traded Price trading above their EMA20","technical_trend","moving_average_trend","bullish","swing","0.74"
"trendlyne","stocks-with-their-last-traded-price-trading-above-their-ema200","Stocks with their Last Traded Price trading above their EMA200","technical_trend","moving_average_trend","bullish","swing","0.74"
"trendlyne","stocks-with-their-last-traded-price-trading-above-their-ema26","Stocks with their Last Traded Price trading above their EMA26","technical_trend","moving_average_trend","bullish","swing","0.74"
"trendlyne","stocks-with-their-last-traded-price-trading-above-their-ema5","Stocks with their Last Traded Price trading above their EMA5","technical_trend","moving_average_trend","bullish","swing","0.74"
"trendlyne","stocks-with-their-last-traded-price-trading-above-their-ema50","Stocks with their Last Traded Price trading above their EMA50","technical_trend","moving_average_trend","bullish","swing","0.74"
"trendlyne","stocks-with-their-last-traded-price-trading-above-their-sma10","Stocks with their Last Traded Price trading above their SMA10","technical_trend","moving_average_trend","bullish","swing","0.74"
"trendlyne","stocks-with-their-last-traded-price-trading-above-their-sma100","Stocks with their Last Traded Price trading above their SMA100","technical_trend","moving_average_trend","bullish","swing","0.74"
"trendlyne","stocks-with-their-last-traded-price-trading-above-their-sma150","Stocks with their Last Traded Price trading above their SMA150","technical_trend","moving_average_trend","bullish","swing","0.74"
"trendlyne","stocks-with-their-last-traded-price-trading-above-their-sma20","Stocks with their Last Traded Price trading above their SMA20","technical_trend","moving_average_trend","bullish","swing","0.74"
"trendlyne","stocks-with-their-last-traded-price-trading-above-their-sma200","Stocks with their Last Traded Price trading above their SMA200","technical_trend","moving_average_trend","bullish","swing","0.74"
"trendlyne","stocks-with-their-last-traded-price-trading-above-their-sma30","Stocks with their Last Traded Price trading above their SMA30","technical_trend","moving_average_trend","bullish","swing","0.74"
"trendlyne","stocks-with-their-last-traded-price-trading-above-their-sma5","Stocks with their Last Traded Price trading above their SMA5","technical_trend","moving_average_trend","bullish","swing","0.74"
"trendlyne","stocks-with-their-last-traded-price-trading-above-their-sma50","Stocks with their Last Traded Price trading above their SMA50","technical_trend","moving_average_trend","bullish","swing","0.74"
"trendlyne","stocks-with-their-last-traded-price-trading-below-their-ema10","Stocks with their Last Traded Price trading below their EMA10","technical_trend","moving_average_trend","bearish","swing","0.74"
"trendlyne","stocks-with-their-last-traded-price-trading-below-their-ema100","Stocks with their Last Traded Price trading below their EMA100","technical_trend","moving_average_trend","bearish","swing","0.74"
"trendlyne","stocks-with-their-last-traded-price-trading-below-their-ema12","Stocks with their Last Traded Price trading below their EMA12","technical_trend","moving_average_trend","bearish","swing","0.74"
"trendlyne","stocks-with-their-last-traded-price-trading-below-their-ema20","Stocks with their Last Traded Price trading below their EMA20","technical_trend","moving_average_trend","bearish","swing","0.74"
"trendlyne","stocks-with-their-last-traded-price-trading-below-their-ema200","Stocks with their Last Traded Price trading below their EMA200","technical_trend","moving_average_trend","bearish","swing","0.74"
"trendlyne","stocks-with-their-last-traded-price-trading-below-their-ema26","Stocks with their Last Traded Price trading below their EMA26","technical_trend","moving_average_trend","bearish","swing","0.74"
"trendlyne","stocks-with-their-last-traded-price-trading-below-their-ema5","Stocks with their Last Traded Price trading below their EMA5","technical_trend","moving_average_trend","bearish","swing","0.74"
"trendlyne","stocks-with-their-last-traded-price-trading-below-their-ema50","Stocks with their Last Traded Price trading below their EMA50","technical_trend","moving_average_trend","bearish","swing","0.74"
"trendlyne","stocks-with-their-last-traded-price-trading-below-their-sma10","Stocks with their Last Traded Price trading below their SMA10","technical_trend","moving_average_trend","bearish","swing","0.74"
"trendlyne","stocks-with-their-last-traded-price-trading-below-their-sma100","Stocks with their Last Traded Price trading below their SMA100","technical_trend","moving_average_trend","bearish","swing","0.74"
"trendlyne","stocks-with-their-last-traded-price-trading-below-their-sma150","Stocks with their Last Traded Price trading below their SMA150","technical_trend","moving_average_trend","bearish","swing","0.74"
"trendlyne","stocks-with-their-last-traded-price-trading-below-their-sma20","Stocks with their Last Traded Price trading below their SMA20","technical_trend","moving_average_trend","bearish","swing","0.74"
"trendlyne","stocks-with-their-last-traded-price-trading-below-their-sma200","Stocks with their Last Traded Price trading below their SMA200","technical_trend","moving_average_trend","bearish","swing","0.74"
"trendlyne","stocks-with-their-last-traded-price-trading-below-their-sma30","Stocks with their Last Traded Price trading below their SMA30","technical_trend","moving_average_trend","bearish","swing","0.74"
"trendlyne","stocks-with-their-last-traded-price-trading-below-their-sma5","Stocks with their Last Traded Price trading below their SMA5","technical_trend","moving_average_trend","bearish","swing","0.74"
"trendlyne","stocks-with-their-last-traded-price-trading-below-their-sma50","Stocks with their Last Traded Price trading below their SMA50","technical_trend","moving_average_trend","bearish","swing","0.74"
"trendlyne","stocks-with-their-sma10-trading-above-their-sma20","Stocks with their SMA10 trading above their SMA20","technical_trend","moving_average_trend","bullish","swing","0.74"
"trendlyne","stocks-with-their-sma10-trading-above-their-sma30","Stocks with their SMA10 trading above their SMA30","technical_trend","moving_average_trend","bullish","swing","0.74"
"trendlyne","stocks-with-their-sma10-trading-above-their-sma50","Stocks with their SMA10 trading above their SMA50","technical_trend","moving_average_trend","bullish","swing","0.74"
"trendlyne","stocks-with-their-sma10-trading-below-their-sma20","Stocks with their SMA10 trading below their SMA20","technical_trend","moving_average_trend","bearish","swing","0.74"
"trendlyne","stocks-with-their-sma10-trading-below-their-sma30","Stocks with their SMA10 trading below their SMA30","technical_trend","moving_average_trend","bearish","swing","0.74"
"trendlyne","stocks-with-their-sma10-trading-below-their-sma50","Stocks with their SMA10 trading below their SMA50","technical_trend","moving_average_trend","bearish","swing","0.74"
"trendlyne","stocks-with-their-sma100-trading-above-their-sma150","Stocks with their SMA100 trading above their SMA150","technical_trend","moving_average_trend","bullish","swing","0.74"
"trendlyne","stocks-with-their-sma100-trading-above-their-sma200","Stocks with their SMA100 trading above their SMA200","technical_trend","moving_average_trend","bullish","swing","0.74"
"trendlyne","stocks-with-their-sma100-trading-below-their-sma150","Stocks with their SMA100 trading below their SMA150","technical_trend","moving_average_trend","bearish","swing","0.74"
"trendlyne","stocks-with-their-sma100-trading-below-their-sma200","Stocks with their SMA100 trading below their SMA200","technical_trend","moving_average_trend","bearish","swing","0.74"
"trendlyne","stocks-with-their-sma150-trading-above-their-sma200","Stocks with their SMA150 trading above their SMA200","technical_trend","moving_average_trend","bullish","swing","0.74"
"trendlyne","stocks-with-their-sma150-trading-below-their-sma200","Stocks with their SMA150 trading below their SMA200","technical_trend","moving_average_trend","bearish","swing","0.74"
"trendlyne","stocks-with-their-sma20-trading-above-their-sma30","Stocks with their SMA20 trading above their SMA30","technical_trend","moving_average_trend","bullish","swing","0.74"
"trendlyne","stocks-with-their-sma20-trading-above-their-sma50","Stocks with their SMA20 trading above their SMA50","technical_trend","moving_average_trend","bullish","swing","0.74"
"trendlyne","stocks-with-their-sma20-trading-below-their-sma30","Stocks with their SMA20 trading below their SMA30","technical_trend","moving_average_trend","bearish","swing","0.74"
"trendlyne","stocks-with-their-sma20-trading-below-their-sma50","Stocks with their SMA20 trading below their SMA50","technical_trend","moving_average_trend","bearish","swing","0.74"
"trendlyne","stocks-with-their-sma30-trading-above-their-sma100","Stocks with their SMA30 trading above their SMA100","technical_trend","moving_average_trend","bullish","swing","0.74"
"trendlyne","stocks-with-their-sma30-trading-above-their-sma50","Stocks with their SMA30 trading above their SMA50","technical_trend","moving_average_trend","bullish","swing","0.74"
"trendlyne","stocks-with-their-sma30-trading-below-their-sma100","Stocks with their SMA30 trading below their SMA100","technical_trend","moving_average_trend","bearish","swing","0.74"
"trendlyne","stocks-with-their-sma30-trading-below-their-sma50","Stocks with their SMA30 trading below their SMA50","technical_trend","moving_average_trend","bearish","swing","0.74"
"trendlyne","stocks-with-their-sma5-trading-above-their-sma10","Stocks with their SMA5 trading above their SMA10","technical_trend","moving_average_trend","bullish","swing","0.74"
"trendlyne","stocks-with-their-sma5-trading-above-their-sma20","Stocks with their SMA5 trading above their SMA20","technical_trend","moving_average_trend","bullish","swing","0.74"
"trendlyne","stocks-with-their-sma5-trading-above-their-sma30","Stocks with their SMA5 trading above their SMA30","technical_trend","moving_average_trend","bullish","swing","0.74"
"trendlyne","stocks-with-their-sma5-trading-above-their-sma50","Stocks with their SMA5 trading above their SMA50","technical_trend","moving_average_trend","bullish","swing","0.74"
"trendlyne","stocks-with-their-sma5-trading-below-their-sma10","Stocks with their SMA5 trading below their SMA10","technical_trend","moving_average_trend","bearish","swing","0.74"
"trendlyne","stocks-with-their-sma5-trading-below-their-sma20","Stocks with their SMA5 trading below their SMA20","technical_trend","moving_average_trend","bearish","swing","0.74"
"trendlyne","stocks-with-their-sma5-trading-below-their-sma30","Stocks with their SMA5 trading below their SMA30","technical_trend","moving_average_trend","bearish","swing","0.74"
"trendlyne","stocks-with-their-sma5-trading-below-their-sma50","Stocks with their SMA5 trading below their SMA50","technical_trend","moving_average_trend","bearish","swing","0.74"
"trendlyne","stocks-with-their-sma50-trading-above-their-sma100","Stocks with their SMA50 trading above their SMA100","technical_trend","moving_average_trend","bullish","swing","0.74"
"trendlyne","stocks-with-their-sma50-trading-above-their-sma150","Stocks with their SMA50 trading above their SMA150","technical_trend","moving_average_trend","bullish","swing","0.74"
"trendlyne","stocks-with-their-sma50-trading-below-their-sma100","Stocks with their SMA50 trading below their SMA100","technical_trend","moving_average_trend","bearish","swing","0.74"
"trendlyne","stocks-with-their-sma50-trading-below-their-sma150","Stocks with their SMA50 trading below their SMA150","technical_trend","moving_average_trend","bearish","swing","0.74"
"trendlyne","street-favorite:-high-analyst-rating-with-at-least-20%-upside","Street Favorite: High Analyst Rating with at least 20% upside","analyst_sentiment","broker_forecast","bullish","long_term","0.8200000000000001"
"trendlyne","stringent-dvm-screener","Stringent DVM Screener","valuation","relative_or_absolute_value","neutral","long_term","0.74"
"trendlyne","bull-1","Strong Bullish Breakout","technical_breakout","price_breakout","bullish","swing","0.74"
"trendlyne","strong-forecaster-eps-growth-estimates-from-analysts","Strong Forecaster EPS Growth Estimates from Analysts","analyst_sentiment","broker_forecast","bullish","long_term","0.8200000000000001"
"trendlyne","strong-forecaster-revenue-growth-estimates-from-analysts","Strong Forecaster Revenue Growth Estimates from Analysts","analyst_sentiment","broker_forecast","bullish","long_term","0.8200000000000001"
"trendlyne","strong-momentum:-price-above-short,-medium-and-long-term-moving-averages","Strong Momentum: Price above short, medium and long term moving averages","technical_momentum","relative_strength","bullish","swing","0.74"
"trendlyne","strong-performer,-getting-expensive-(dvm)","Strong Performer, Getting Expensive (DVM)","valuation","relative_or_absolute_value","bullish","long_term","0.74"
"trendlyne","strong-performer,-under-radar-stocks-(dvm)","Strong Performer, Under Radar Stocks (DVM)","valuation","relative_or_absolute_value","bullish","long_term","0.74"
"trendlyne","strong-performers---high-dvm-stocks","Strong Performers - High DVM Stocks","valuation","relative_or_absolute_value","bullish","long_term","0.74"
"trendlyne","strong-qoq-eps-growth-in-recent-results","Strong QoQ EPS Growth in recent results","event_corporate_action","earnings_event","bullish","long_term","0.74"
"trendlyne","supertrend-buys","Supertrend Buys","technical_trend","trend_indicator","neutral","swing","0.74"
"trendlyne","supertrend-signal-changed-to-buy","Supertrend Signal changed to Buy","technical_trend","trend_indicator","bullish","swing","0.74"
"trendlyne","supertrend-signal-changed-to-sell","Supertrend Signal changed to Sell","technical_trend","trend_indicator","bearish","swing","0.74"
"trendlyne","tata-group-stocks---list-of-all-tata-companies-&-share-prices","Tata Group stocks - List of all Tata companies & share prices","sector_theme","sector_or_theme","neutral","long_term","0.8200000000000001"
"trendlyne","technical-screener:-momentum-stocks-with-significant-volumes","Technical Screener: Momentum Stocks with Significant Volumes","technical_momentum","relative_strength","neutral","swing","0.74"
"trendlyne","the-bull-cartel","The Bull Cartel","composite_strategy","multi_factor_strategy","bullish","long_term","0.74"
"trendlyne","three-white-soldiers-(bullish-reversal)","Three White Soldiers (Bullish Reversal)","technical_reversal","candlestick_reversal","bullish","swing","0.8200000000000001"
"trendlyne","top-gainers-of-the-day","Top Gainers of the Day","technical_momentum","price_leadership","bullish","swing","0.74"
"trendlyne","top-losers-of-the-day","Top Losers of the Day","technical_momentum","price_leadership","bearish","swing","0.74"
"trendlyne","top-penny-stocks-under-rs-5","Top Penny Stocks Under Rs 5","market_cap_style","size_style","neutral","long_term","0.74"
"trendlyne","top-performer-dvm-stocks-(subscription)","Top Performer DVM Stocks (subscription)","valuation","relative_or_absolute_value","neutral","long_term","0.74"
"trendlyne","top-gainers-of-the-month","Top gainers of the month","technical_momentum","price_leadership","bullish","swing","0.74"
"trendlyne","top-gainers-of-the-past-1-year","Top gainers of the past 1 year","technical_momentum","price_leadership","bullish","swing","0.74"
"trendlyne","top-gainers-of-the-past-10-years","Top gainers of the past 10 years","technical_momentum","price_leadership","bullish","swing","0.74"
"trendlyne","top-gainers-of-the-past-3-years","Top gainers of the past 3 years","technical_momentum","price_leadership","bullish","swing","0.74"
"trendlyne","top-gainers-of-the-past-5-years","Top gainers of the past 5 years","technical_momentum","price_leadership","bullish","swing","0.74"
"trendlyne","top-gainers-of-the-past-6-months","Top gainers of the past 6-months","technical_momentum","price_leadership","bullish","swing","0.74"
"trendlyne","top-gainers-of-the-quarter","Top gainers of the quarter","technical_momentum","price_leadership","bullish","swing","0.74"
"trendlyne","top-gainers-of-the-week","Top gainers of the week","technical_momentum","price_leadership","bullish","swing","0.74"
"trendlyne","top-losers-of-the-month","Top losers of the month","technical_momentum","price_leadership","bearish","swing","0.74"
"trendlyne","top-losers-of-the-past-1-year","Top losers of the past 1 year","technical_momentum","price_leadership","bearish","swing","0.74"
"trendlyne","top-losers-of-the-past-10-years","Top losers of the past 10 years","technical_momentum","price_leadership","bearish","swing","0.74"
"trendlyne","top-losers-of-the-past-3-years","Top losers of the past 3 years","technical_momentum","price_leadership","bearish","swing","0.74"
"trendlyne","top-losers-of-the-past-5-years","Top losers of the past 5 years","technical_momentum","price_leadership","bearish","swing","0.74"
"trendlyne","top-losers-of-the-past-6-months","Top losers of the past 6-months","technical_momentum","price_leadership","bearish","swing","0.74"
"trendlyne","top-losers-of-the-quarter","Top losers of the quarter","technical_momentum","price_leadership","bearish","swing","0.74"
"trendlyne","top-losers-of-the-week","Top losers of the week","technical_momentum","price_leadership","bearish","swing","0.74"
"trendlyne","trendlynes-growth-stocks-with-good-technical-score","Trendlynes growth stocks with good technical score","composite_strategy","multi_factor_strategy","neutral","long_term","0.8200000000000001"
"trendlyne","trendlynes-technically-strong-value-stocks-(subscription)","Trendlynes technically strong value stocks (subscription)","valuation","relative_or_absolute_value","bullish","long_term","0.74"
"trendlyne","turnaround-companies:-loss-to-profit-qoq","Turnaround Companies: Loss to Profit QoQ","technical_reversal","oscillator_reversal","neutral","swing","0.74"
"trendlyne","turnaround-potential-(dvm)","Turnaround Potential (DVM)","valuation","relative_or_absolute_value","neutral","long_term","0.74"
"trendlyne","us-fda-warning-letter","US FDA Warning Letter","risk_red_flags","financial_or_governance_risk","neutral","long_term","0.74"
"trendlyne","upcoming-bonus/split","Upcoming Bonus/Split","event_corporate_action","corporate_action","neutral","long_term","0.8200000000000001"
"trendlyne","upcoming-dividends","Upcoming Dividends","event_corporate_action","earnings_event","neutral","long_term","0.74"
"trendlyne","upcoming-results-for-nifty500-with-declining-share-price-over-the-week","Upcoming Results for Nifty500 with Declining Share Price Over the Week","event_corporate_action","earnings_event","neutral","swing","0.74"
"trendlyne","upcoming-results-for-nifty500-companies-with-previous-quarter-net-profit-growth-greater-than-10%-yoy-and-qoq","Upcoming results for Nifty500 companies with previous quarter net profit growth greater than 10% YoY and QoQ","event_corporate_action","earnings_event","neutral","positional","0.74"
"trendlyne","upcoming-results-for-rising-companies-with-previous-quarter-net-profit-growth-greater-than-10%-yoy","Upcoming results for rising companies with previous quarter net profit growth greater than 10% YoY","event_corporate_action","earnings_event","bullish","positional","0.74"
"trendlyne","upcoming-results-with-rising-delivery-volumes","Upcoming results with Rising Delivery Volumes","volume_liquidity","volume_delivery","bullish","long_term","0.8200000000000001"
"trendlyne","upside-tasuki-gap-(bullish-continuation)","Upside Tasuki Gap (Bullish Continuation)","technical_reversal","candlestick_reversal","bullish","swing","0.8200000000000001"
"trendlyne","value-stocks","Value Stocks","valuation","relative_or_absolute_value","neutral","long_term","0.74"
"trendlyne","value-stocks,-under-radar-(dvm)","Value Stocks, Under Radar (DVM)","valuation","relative_or_absolute_value","neutral","long_term","0.8200000000000001"
"trendlyne","value-trap-(dvm)","Value Trap (DVM)","risk_red_flags","financial_or_governance_risk","neutral","long_term","0.74"
"trendlyne","vinod-always","Vinod always","other","uncategorized","neutral","long_term","0.35"
"trendlyne","volume-shockers","Volume Shockers","volume_liquidity","volume_delivery","neutral","long_term","0.74"
"trendlyne","weak-forecaster-eps-growth-estimates-from-analysts","Weak Forecaster EPS Growth Estimates from Analysts","analyst_sentiment","broker_forecast","bearish","long_term","0.8200000000000001"
"trendlyne","weak-forecaster-revenue-growth-estimates-from-analysts","Weak Forecaster Revenue Growth Estimates from Analysts","analyst_sentiment","broker_forecast","bearish","long_term","0.8200000000000001"
"trendlyne","weak-stocks-(dvm)","Weak Stocks (DVM)","valuation","relative_or_absolute_value","bearish","long_term","0.74"
"trendlyne","wealth-destroyers-in-the-past-six-months","Wealth Destroyers In The Past six Months","risk_red_flags","financial_or_governance_risk","neutral","long_term","0.74"
"trendlyne","week-adx-bearish-divergence","Week ADX Bearish Divergence","technical_reversal","oscillator_reversal","bearish","swing","0.74"
"trendlyne","week-adx-bullish-divergence","Week ADX Bullish Divergence","technical_reversal","oscillator_reversal","bullish","swing","0.74"
"trendlyne","week-adx-mild-trending-stocks","Week ADX Mild Trending Stocks","technical_trend","trend_indicator","neutral","swing","0.74"
"trendlyne","week-adx-strong-trending-stocks","Week ADX Strong Trending Stocks","technical_trend","trend_indicator","bullish","swing","0.74"
"trendlyne","week-adx-trending-stocks","Week ADX Trending Stocks","technical_trend","trend_indicator","neutral","swing","0.74"
"trendlyne","week-bollinger-band-breakdown","Week Bollinger Band Breakdown","technical_breakout","price_breakout","bearish","swing","0.74"
"trendlyne","week-bollinger-band-breakout","Week Bollinger Band Breakout","technical_breakout","price_breakout","bullish","swing","0.74"
"trendlyne","week-cci-bearish","Week CCI Bearish","technical_reversal","oscillator_signal","bearish","swing","0.74"
"trendlyne","week-cci-bullish","Week CCI Bullish","technical_reversal","oscillator_signal","bullish","swing","0.74"
"trendlyne","week-cci-overbought","Week CCI Overbought","technical_reversal","oscillator_reversal","bearish","swing","0.74"
"trendlyne","week-cci-oversold","Week CCI Oversold","technical_reversal","oscillator_reversal","bullish","swing","0.74"
"trendlyne","week-cci-trending-down","Week CCI Trending Down","technical_trend","trend_indicator","bearish","swing","0.74"
"trendlyne","week-cci-trending-up","Week CCI Trending Up","technical_trend","trend_indicator","bullish","swing","0.74"
"trendlyne","week-cci-crossed-above-100","Week CCI crossed above 100","technical_reversal","oscillator_signal","bullish","swing","0.74"
"trendlyne","week-cci-crossed-below--100","Week CCI crossed below -100","technical_reversal","oscillator_signal","bearish","swing","0.74"
"trendlyne","week-macd-crossover-above-signal-line","Week MACD Crossover Above Signal Line","technical_trend","trend_indicator","bullish","swing","0.74"
"trendlyne","week-macd-crossover-below-signal-line","Week MACD Crossover Below Signal Line","technical_trend","trend_indicator","bearish","swing","0.74"
"trendlyne","week-roc-trending-down","Week ROC Trending Down","technical_trend","trend_indicator","bearish","swing","0.74"
